Account (cleansed),Name (Cleansed),FIN.POSTING DATE,MCH.MERCHANT NAME,MCH.MCC DESCRIPTION,FIN.TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,FIN.ACCOUNTING CODE 03 DESCRIPTION,FIN.ACCOUNTING CODE 05 VALUE,MCH.ADDRESS,MCH.CITY NAME,MCH.COUNTRY CODE,MCH.STATE / PROVINCE,MCH.MERCHANT POSTAL CODE,ACC.REPORTS TO INTERMEDIATE LEVEL 1 NAME LINE 1,ACC.REPORTS TO INTERMEDIATE LEVEL 2 NAME LINE 1,ACC.ACCOUNT STATUS DESCRIPTION,FIN.TRANSACTION DATE,Employee ID (cleansed)
1174,Name427,01/06/2021,BETTENDORF OFFICE PROD,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",275.16,.00,11-120-12102,61507,3280 MIDDLE RD,BETTENDORF,USA,IA,52722,PRESIDENT'S OFFICE,AUGUSTANA COLLEGE,ACTIVE,01/05/2021,Emp865
1174,Name427,01/06/2021,NAICU,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",345.00,.00,10-160-30100,62000,1025 CONNECTICUT STE 700,2027390479,USA,DC,20036,PRESIDENT'S OFFICE,AUGUSTANA COLLEGE,ACTIVE,01/05/2021,Emp865
1159,Name377,01/06/2021,LEISUREPRO.COM,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,2234.54,.00,11-112-35112,61513,42 W 18TH ST,800-2282443,USA,NY,10011,GEOLOGY,SWENSON GEO SCIENCE,ACTIVE,12/31/2020,Emp969
1277,Name529,01/06/2021,AMAZON.COM*KR8198B13,BOOK STORES,40.13,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp795
1194,Name395,01/06/2021,NAF-US,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",50.00,.00,11-112-35105,61513,"1090 VERMONT AVENUE, NW",202-6675881,USA,DC,20005,PUBLIC HEALTH,AUGUSTANA COLLEGE,LOST/STOLEN,01/05/2021,Emp956
1343,Name356,01/06/2021,WRIGHTS MEDIA LLC,MISCELLANEOUS PUBLISHING AND PRINTING,1850.00,.00,10-133-21400,66501,2407 TIMBERLOCH PL,281-4195725,USA,TX,77380,OFFICE OF COMMUNICATIONS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,01/04/2021,Emp979
1354,Name386,01/06/2021,OFFICEMAX/DEPOT 6869,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,90.35,.00,10-163-32500,61507,800 W BRYN MAWR AVE,800-463-3768,USA,IL,60143,INFORMATION TECHNOLOGY SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/05/2021,Emp837
1017,Name369,01/06/2021,PAYPAL *PASSION4BAL,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",550.00,.00,12-122-43034,60000,7700 EASTPORT PARKWAY,4029357733,USA,AZ,85250,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,01/05/2021,Emp927
1017,Name369,01/06/2021,PAYPAL *PASSION4BAL,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",550.00,.00,12-122-47072,60000,7700 EASTPORT PARKWAY,4029357733,USA,AZ,85250,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,01/05/2021,Emp927
1231,Name435,01/06/2021,AMZN MKTP US*AD4343O53,BOOK STORES,15.18,1.19,10-101-00200,61508,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,ART STUDIO,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp782
1318,Name394,01/07/2021,LUCKY ENTERPRISES INC,LIMOUSINES AND TAXICABS,66.55,.00,10-130-20200,62023,736 37TH AVE,ROCK ISLAND,USA,IL,61201,DEAN OF STUDENTS,AUGUSTANA COLLEGE,ACTIVE,01/05/2021,Emp892
1315,Name260,01/07/2021,LUCK'S MUSIC LIBRARY,"MUSIC STORES-INSTRUMENTS, PIANOS, SHEET MUSIC",119.70,.00,10-120-10900,61511,32300 EDWARD AVE,2485831820,USA,MI,48071,MUSIC,AUGUSTANA COLLEGE,ACCOUNT CLOSED,01/06/2021,Emp955
1070,Name431,01/07/2021,AMZN MKTP US*A94994YT3,BOOK STORES,25.67,1.68,10-101-02100,60199,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,ENGLISH,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp819
1097,Name265,01/07/2021,BLAIN'S FARM & FLEET,MISCELLANEOUS AND SPECIALTY RETAIL STORES,594.92,.00,10-170-25400,65500,3507 E. RACINE ST.,6087542821,USA,WI,53547,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp704
1097,Name265,01/07/2021,US WATER SERVICE,CHEMICALS/ALLIED PRODUCTS NOT ELSEWHERE CLASSIFIED,1056.48,.00,10-170-25600,65005,12270 43RD ST NE,SAINT MICHAEL,USA,MN,55376,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp704
1097,Name265,01/07/2021,US WATER SERVICE,CHEMICALS/ALLIED PRODUCTS NOT ELSEWHERE CLASSIFIED,1056.48,.00,10-170-25600,65005,12270 43RD ST NE,SAINT MICHAEL,USA,MN,55376,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp704
1137,Name360,01/07/2021,SHOES FOR CREWS LLC,COMMERCIAL FOOTWEAR,53.62,3.16,10-143-51900,61501,250 S AUSTRALIAN AVE,800-523-4448,USA,FL,33401,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp811
1097,Name265,01/07/2021,THEISEN'S # 24,HOME SUPPLY WAREHOUSE STORES,39.89,.00,10-170-25400,64000,3808 BRADY ST,DAVENPORT,USA,IA,52806,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp704
1112,Name337,01/07/2021,AMZN MKTP US*Z63XO34A3,BOOK STORES,39.00,.00,09-224-84010,65503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,SWENSON SWEDISH IMMIGRATION,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp754
1112,Name337,01/07/2021,USPS PO 1667860402,POSTAL SERVICES-GOVERNMENT ONLY,154.80,.00,11-121-17303,61000,2633 11TH ST,ROCK ISLAND,USA,IL,61201,SWENSON SWEDISH IMMIGRATION,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp754
1114,Name252,01/07/2021,AMZN MKTP US*VY5WJ1953,BOOK STORES,55.19,4.33,10-101-00200,61508,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,ART STUDIO,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp758
1127,Name226,01/07/2021,AUTO PARTS WAREHOUSE O,"AUTOMOTIVE PARTS, ACCESSORIES STORES",240.68,.00,10-170-25700,61500,2500 52ND AVENUE,MOLINE,USA,IL,61265,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp788
1277,Name529,01/07/2021,AMZN MKTP US*EH9ZX35W3,BOOK STORES,4.98,.00,10-145-52200,12003,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp795
1277,Name529,01/07/2021,AMZN MKTP US*EH9ZX35W3,BOOK STORES,3.99,.00,10-145-52200,61001,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp795
1139,Name312,01/07/2021,ZOOM.US 888-799-9666,TELECOM INCL PREPAID/RECURRING PHONE SVCS,14.99,.00,10-120-10500,61000,55 ALMADEN BOULEVARD,8887999666,USA,CA,95113,MUSIC,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp814
1150,Name333,01/07/2021,AMAZON.COM*V215J8R03,BOOK STORES,26.50,1.50,10-101-05400,61508,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp894
1173,Name233,01/07/2021,NYTIMES*NYTIMES,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,7.50,.00,10-101-05600,60199,620 EIGHTH AVE FL 21,800-698-4637,USA,NY,10018,COMMUNICATION STUDIES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp934
1277,Name529,01/07/2021,AMZN MKTP US*YU1ZD7RO3,BOOK STORES,6.21,.00,10-145-52200,12003,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp795
1267,Name389,01/07/2021,ZOOM.US 888-799-9666,TELECOM INCL PREPAID/RECURRING PHONE SVCS,81.29,.00,11-162-32304,67002,55 ALMADEN BOULEVARD,8887999666,USA,CA,95113,ADVANCEMENT,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp844
1277,Name529,01/07/2021,AMAZON.COM*603WQ7813,BOOK STORES,150.29,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp795
1277,Name529,01/07/2021,AMAZON.COM*318ZF6KH3,BOOK STORES,129.20,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp795
1267,Name389,01/07/2021,ZOOM.US 888-799-9666,TELECOM INCL PREPAID/RECURRING PHONE SVCS,116.13,.00,11-162-32304,67002,55 ALMADEN BOULEVARD,8887999666,USA,CA,95113,ADVANCEMENT,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp844
1343,Name356,01/07/2021,AMZN MKTP US*6C2BY2X03,BOOK STORES,558.99,.00,10-162-32301,65504,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,OFFICE OF COMMUNICATIONS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,01/07/2021,Emp979
1031,Name471,01/07/2021,"SP * LUME CUBE, INC.",PHOTOGRAPHIC STUDIOS,119.85,.00,10-101-02500,65500,2870 WHIPTAIL LOOP EAST,8583256067,USA,CA,92010,GEOGRAPHY,SWENSON GEO SCIENCE,ACTIVE,01/06/2021,Emp745
1196,Name381,01/07/2021,IL TOLLWAY-WEB,"BRIDGE AND ROAD FEES, TOLLS",26.40,.00,10-131-20700,62000,2700 OGDEN AVE,6302416800,USA,IL,60515,OFFICE OF COMMUNICATIONS,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp864
1278,Name346,01/07/2021,UBER   EATS,"EATING PLACES, RESTAURANTS",55.47,3.79,10-131-20700,62005,1455 MARKET ST,8005928996,USA,CA,94103,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,01/07/2021,Emp902
1091,Name340,01/07/2021,INTERSTATE ALL BATTERY,"AUTOMOTIVE PARTS, ACCESSORIES STORES",66.90,.00,10-170-25300,64000,4704 44TH STREET,ROCK ISLAND,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp852
1218,Name345,01/07/2021,ZOOM.US 888-799-9666,TELECOM INCL PREPAID/RECURRING PHONE SVCS,14.99,.00,10-120-10700,60000,55 ALMADEN BOULEVARD,8887999666,USA,CA,95113,MUSIC,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp760
1254,Name368,01/07/2021,AMZN MKTP US*FX9FP0333,BOOK STORES,32.91,.00,10-101-01400,61507,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,COMMUNICATION SCIENCE DISORDER,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp804
1315,Name260,01/07/2021,LUCK'S MUSIC LIBRARY,"MUSIC STORES-INSTRUMENTS, PIANOS, SHEET MUSIC",135.00,.00,10-120-10900,61511,32300 EDWARD AVE,2485831820,USA,MI,48071,MUSIC,AUGUSTANA COLLEGE,ACCOUNT CLOSED,01/06/2021,Emp955
1334,Name299,01/07/2021,MEAT PROCESSING PRODUC,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,197.74,.00,10-143-51900,65500,988 TYNER WAY,877-231-8589,USA,NV,89451,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/05/2021,Emp976
1114,Name252,01/08/2021,AMZN MKTP US*A06G065S3,BOOK STORES,32.55,2.55,10-101-00200,61508,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,ART STUDIO,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp758
1070,Name431,01/08/2021,AMZN MKTP US*Z91E57043,BOOK STORES,413.35,27.04,10-101-02100,60199,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,ENGLISH,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp819
1097,Name265,01/08/2021,MOLO PETROLEUM INC.,"FUEL DEALERS-COAL, FUEL OIL, LIQ PETROLEUM, WOOD",1545.03,.00,10-170-25400,64000,123 SOUTHERN AVE,DUBUQUE,USA,IA,52003,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp704
1097,Name265,01/08/2021,TRACHTENBARG CO,PLUMBING AND HEATING EQUIPMENT,656.57,26.26,10-170-25400,61500,1101 STATE ST,5633554734,USA,IA,52722,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp704
1097,Name265,01/08/2021,TRACHTENBARG CO,PLUMBING AND HEATING EQUIPMENT,40.65,1.62,10-143-51900,64000,1101 STATE ST,5633554734,USA,IA,52722,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp704
1135,Name516,01/08/2021,SUNBELT RENTALS,"EQUIPMENT RENTAL&LEASING SVS, FURNTURE/TOOL RENTAL",609.60,39.88,10-170-25500,64014,2341 DEERFIELD DR,8035785072,USA,SC,29715,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp806
1127,Name226,01/08/2021,AUTO PARTS WAREHOUSE O,"AUTOMOTIVE PARTS, ACCESSORIES STORES",216.44,.00,10-170-25700,64000,2500 52ND AVENUE,MOLINE,USA,IL,61265,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp788
1275,Name311,01/08/2021,WHITEYS ICE CREAM - 0,FAST FOOD RESTAURANTS,308.70,.00,10-122-43050,62105,2525 41ST ST,MOLINE,USA,IL,61265,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp831
1135,Name516,01/08/2021,REPUBLIC SERVICES TRAS,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",209.17,.00,10-144-52100,64006,18500 N. ALLIED WAY,8665765548,USA,AZ,85054,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp806
1135,Name516,01/08/2021,REPUBLIC SERVICES TRAS,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",410.80,.00,10-170-25100,64006,18500 N. ALLIED WAY,8665765548,USA,AZ,85054,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp806
1135,Name516,01/08/2021,TRI CITY ELECTRIC,ELECTRICAL CONTRACTORS,179.00,7.16,10-123-12000,65519,6625 N BRADY ST,5633227181,USA,IA,52801,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp806
1135,Name516,01/08/2021,EHRLICH,EXTERMINATING AND DISINFECTING SERVICES,194.00,.00,10-170-25100,64001,1125 BERKSHIRE BLVD STE 1,READING,USA,PA,19610,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp806
1135,Name516,01/08/2021,EHRLICH,EXTERMINATING AND DISINFECTING SERVICES,89.00,.00,10-141-56800,64001,1125 BERKSHIRE BLVD STE 1,READING,USA,PA,19610,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp806
1155,Name428,01/08/2021,AMAZON.COM*WU7LR6VG3,BOOK STORES,33.90,.00,10-121-17000,65503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp820
1157,Name469,01/08/2021,ALLIED ELECTRONICS INC,DIRECT MARKETING-CATALOG MERCHANTS,229.73,13.51,10-170-25400,64000,7151 JACK NEWELL BLVD S,800-433-5700,USA,TX,76118,FACILITIES SERVICES,AUGUSTANA COLLEGE,LOST/STOLEN,01/08/2021,Emp823
1275,Name311,01/08/2021,AMAZON.COM*ID8LO99J3,BOOK STORES,220.27,.00,10-122-43050,65500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp831
1343,Name356,01/08/2021,TEAMWORK PROJECTS,COMPUTER SOFTWARE STORES,187.50,.00,10-162-32300,67002,TEAMWORK CAMPUS 1,BLACKPOOL,IRL,CO.,T23 F902,OFFICE OF COMMUNICATIONS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,01/07/2021,Emp979
1277,Name529,01/08/2021,AMAZON.COM*SA5173IS3,BOOK STORES,52.00,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp795
1074,Name504,01/08/2021,CHIPOTLE 1888,FAST FOOD RESTAURANTS,18.21,.00,10-131-20700,62004,2902 KIRK ROAD STE 100,AURORA,USA,IL,60504,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,01/07/2021,Emp826
1319,Name270,01/08/2021,BLUBRRY PODCASTING,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",20.00,.00,10-101-05600,60005,17525 EGAN DRIVE,8777298642,USA,MI,49404,COMMUNICATION STUDIES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp952
1031,Name471,01/08/2021,DJI.COM,ELECTRONIC SALES,183.84,.00,10-101-02500,65500,16192 COASTAL HWY,LEWES,USA,DE,19958,GEOGRAPHY,SWENSON GEO SCIENCE,ACTIVE,01/07/2021,Emp745
1062,Name506,01/08/2021,DOLLAR TREE,VARIETY STORES,30.38,2.38,10-101-01100,60199,3912 44TH AVENUE DR,MOLINE,USA,IL,61265,CHEMISTRY,AUGUSTANA COLLEGE,LOST/STOLEN,01/07/2021,Emp713
1178,Name493,01/08/2021,AMZN MKTP US*TS3FC6TC3,BOOK STORES,191.92,.00,10-163-33300,61541,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,INFORMATION TECHNOLOGY SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp780
1233,Name438,01/08/2021,NAGT.ORG,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",75.00,.00,10-101-02700,60199,"ONE NORTH COLLEGE STREET,",NORTHFIELD,USA,MN,55057,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,01/07/2021,Emp742
1225,Name398,01/08/2021,AMZN MKTP US*GE65O7TA3,BOOK STORES,45.92,.00,10-101-01300,60199,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,CLASSICS,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp854
1231,Name435,01/08/2021,AMZN MKTP US*LR6PQ21P3,BOOK STORES,7.47,.27,10-101-00200,61508,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,ART STUDIO,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp782
1072,Name374,01/08/2021,SELECT SCREEN PRINTS,MEN'S AND WOMEN'S CLOTHING STORES,389.61,.00,10-122-47086,61501,112 SOUTHGATE DRIVE,3098296511,USA,IL,61704,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp930
1322,Name507,01/08/2021,OFFICEMAX/DEPOT 6869,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,22.47,.00,10-163-30300,61507,800 W BRYN MAWR AVE,800-463-3768,USA,IL,60143,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,01/07/2021,Emp719
1351,Name322,01/08/2021,VAN METER INC - DEVENP,ELECTRICAL PARTS AND EQUIPMENT,259.97,.00,10-170-25300,64000,5775 TREMONT AVE,5633239721,USA,IA,52807,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp705
1052,Name281,01/08/2021,THE HUNGRY HOBO - ROCK,FAST FOOD RESTAURANTS,26.02,.00,10-130-21700,60000,2532 18TH AVE,ROCK ISLAND,USA,IL,61201,PEPSICO,AUGUSTANA COLLEGE,LOST/STOLEN,01/07/2021,Emp702
1091,Name340,01/08/2021,KINDLE SVCS*H83EF6QE3,DIGITAL GOODS MULTI CATEGORY,9.99,.00,10-170-25300,61500,440 TERRY AVE N,866-321-8851,USA,WA,98109,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp852
1249,Name219,01/08/2021,EB THE SOUL BEHIND TH,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,54.67,.00,10-130-20000,62045,155 5TH ST 7TH FLOOR,8014137200,USA,CA,94103,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,01/07/2021,Emp958
1097,Name265,01/08/2021,SANDBERG COMPANY,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",559.57,.00,10-170-25400,64000,5004 8TH AVENUE,EAST MOLINE,USA,IL,61244,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/06/2021,Emp704
1155,Name428,01/11/2021,AMAZON.COM*2Z8FO13Y0,BOOK STORES,92.43,.00,10-121-17000,65503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,01/10/2021,Emp820
1155,Name428,01/11/2021,AMAZON.COM*601868X03,BOOK STORES,39.83,.00,10-121-17000,65503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,01/10/2021,Emp820
1174,Name427,01/11/2021,AMAZON.COM*X936N4GN3,BOOK STORES,259.98,.00,10-164-30200,61507,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,PRESIDENT'S OFFICE,AUGUSTANA COLLEGE,ACTIVE,01/10/2021,Emp865
1155,Name428,01/11/2021,AMAZON.COM*ZT8Q80FE3,BOOK STORES,137.10,.00,10-121-17000,65503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,01/11/2021,Emp820
1157,Name469,01/11/2021,MCMASTER-CARR,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,149.95,.00,10-170-25600,61500,600 N COUNTY LINE RD,630-834-9600,USA,IL,60126,FACILITIES SERVICES,AUGUSTANA COLLEGE,LOST/STOLEN,01/07/2021,Emp823
1169,Name407,01/11/2021,ALDI 68025,"GROCERY STORES, SUPERMARKETS",10.17,.00,10-101-02800,62105,1880 38TH ST,ROCK ISLAND,USA,IL,61201,WORLD LANG LIT & CULTURE,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp751
1275,Name311,01/11/2021,WM SUPERCENTER #1125,"GROCERY STORES, SUPERMARKETS",642.78,.00,10-122-43050,65500,300 GREENBRIAR DR,NORMAL,USA,IL,61761,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp831
1066,Name533,01/11/2021,AMZN MKTP US*IQ6O58063,BOOK STORES,32.54,2.55,10-130-23200,60022,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/09/2021,Emp1005
1200,Name421,01/11/2021,MCMASTER-CARR,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,382.61,.00,10-101-05400,61508,600 N COUNTY LINE RD,630-834-9600,USA,IL,60126,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,01/08/2021,Emp1009
1222,Name387,01/11/2021,EVENT* CENTRAL STATES,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",77.95,.00,11-105-07267,62019,1765 GREENBORO STATION PL,5712268300,USA,VA,22102,WORLD LANG LIT & CULTURE,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp968
1222,Name387,01/11/2021,EVENT* CENTRAL STATES,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",17.05,.00,11-112-35116,62000,1765 GREENBORO STATION PL,5712268300,USA,VA,22102,WORLD LANG LIT & CULTURE,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp968
1252,Name494,01/11/2021,RAMADA INNS,RAMADA INNS,1915.20,.00,10-122-47000,60199,919 MAPLE HILL RD,BLOOMINGTON,USA,IL,61705,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,01/09/2021,Emp993
1275,Name311,01/11/2021,CHAMPIONSHIP PRODUCTIO,"BOOKS,PERIODICALS AND NEWSPAPERS",199.99,.00,10-122-43000,60500,2730 GRAHAM ST,515-2323687,USA,IA,50010,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,01/07/2021,Emp831
1275,Name311,01/11/2021,AMZN MKTP US*ZO5CQ6ND3,BOOK STORES,81.96,.00,10-122-43050,65500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,01/10/2021,Emp831
1356,Name334,01/11/2021,EASTBAY,SHOE STORES,90.31,.00,10-122-47072,65500,330 WEST 34TH STREET,8006286301,USA,NY,10001,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,01/08/2021,Emp835
1348,Name303,01/11/2021,NAMASTE PLAZA INC.,"GROCERY STORES, SUPERMARKETS",45.43,.00,10-143-51900,68600,3228 AVENUE OF THECITIES,MOLINE,USA,IL,61265,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp986
1194,Name395,01/11/2021,ADOBE  *800-833-6687,COMPUTER SOFTWARE STORES,15.93,.94,11-112-35105,61513,345 PARK AVENUE,ADOBE.LY/ENUS,USA,CA,95110,PUBLIC HEALTH,AUGUSTANA COLLEGE,LOST/STOLEN,01/09/2021,Emp956
1194,Name395,01/11/2021,MAILBOXES & PARCEL DEP,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,19.74,.00,11-112-35105,61513,1994 1ST STREET A,MOLINE,USA,IL,61265,PUBLIC HEALTH,AUGUSTANA COLLEGE,LOST/STOLEN,01/08/2021,Emp956
1348,Name303,01/11/2021,ORIENTAL FOOD STORE,"GROCERY STORES, SUPERMARKETS",178.97,11.71,10-143-51900,68600,808 WEST RIVER DRIVE,DAVENPORT,USA,IA,52802,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp986
1037,Name511,01/11/2021,PRO-CLEAN - ROCK ISLAN,CAR WASHES,18.99,18.99,10-170-25800,60000,4310 BLACKHAWK RD,ROCK ISLAND,USA,IL,61201,PUBLIC SAFETY,AUGUSTANA COLLEGE,ACTIVE,01/08/2021,Emp706
