time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-30T01:45:12.620Z,42.776,-124.476666666667,16.65,4.53,ml,15,142,,0.25,uw,uw61562126,2020-02-19T18:58:22.040Z,"3 km NNE of Port Orford, Oregon",earthquake,0.4,0.79,0.124880414425303,10,reviewed,uw,uw
2019-11-09T18:58:41.133Z,52.7482,-132.3173,15.48,4.6,mwr,,114,0.449,1.22,us,us600069rt,2020-02-01T23:22:12.040Z,"218 km SW of Prince Rupert, Canada",earthquake,4.4,3.8,,,reviewed,us,pgc
2019-10-28T11:01:04.330Z,41.8911667,-125.8366667,9.99,5.24,mw,36,264,1.234,0.2,nc,nc73298125,2021-10-12T16:56:05.724Z,"130km W of Brookings, OR",earthquake,1.37,31.61,,4,reviewed,nc,nc
2019-10-21T13:47:13.998Z,43.2877,-126.9562,10,4.6,mb,,160,1.965,0.79,us,us70005wq2,2020-01-03T16:09:44.040Z,"207 km W of Bandon, Oregon",earthquake,7.9,1.9,0.042,168,reviewed,us,us
2019-10-17T20:43:27.207Z,42.9963,-126.3231,10,4.8,mww,,161,1.465,0.99,us,us70005v67,2020-01-03T16:09:25.040Z,"151 km W of Port Orford, Oregon",earthquake,6.3,1.9,0.047,44,reviewed,us,us
2019-10-15T19:42:30.540Z,36.6455,-121.274,10.1,4.71,mw,89,54,0.04759,0.14,nc,nc73292360,2020-09-29T22:06:48.876Z,"17km SSE of Tres Pinos, CA",earthquake,0.15,0.31,,4,reviewed,nc,nc
2019-09-10T04:25:55.631Z,39.5419,-116.5599,9.1,4.6,ml,53,67.17,0.857,0.2275,nn,nn00703188,2019-12-05T18:30:53.040Z,"44 km E of Austin, Nevada",earthquake,,2.2,0.27,23,reviewed,nn,nn
2019-09-05T15:02:45.258Z,43.7183,-127.8191,10,5.9,mww,,31,2.681,0.83,us,us70005cba,2021-08-23T16:56:02.735Z,"284 km WNW of Bandon, Oregon",earthquake,7.4,1.8,0.028,122,reviewed,us,us
2019-08-29T15:07:58.646Z,43.5425,-127.8817,10,6.3,mww,,31,2.678,1.17,us,us700059qh,2021-08-14T16:56:05.720Z,"285 km W of Bandon, Oregon",earthquake,6.9,1.8,0.04,60,reviewed,us,us
2019-08-22T20:49:50.180Z,35.9076667,-117.709,4.93,4.89,mw,78,20,0.007928,0.2,ci,ci38996632,2021-10-07T19:18:11.160Z,"18km E of Little Lake, CA",earthquake,0.12,0.28,,6,reviewed,ci,ci
2019-08-16T15:23:18.914Z,44.2729,-129.3962,10,5.4,mww,,170,3.892,1.2,us,us6000561j,2021-08-01T16:55:58.715Z,"off the coast of Oregon",earthquake,8.9,1.9,0.031,103,reviewed,us,us
2019-07-26T00:42:47.770Z,35.9258333,-117.7066667,3.79,4.74,mw,79,23,0.05071,0.16,ci,ci38644943,2021-10-05T21:47:07.220Z,"18km E of Little Lake, CA",earthquake,0.1,0.28,,6,reviewed,ci,ci
2019-07-18T03:59:14.720Z,36.113,-117.8875,1.56,4.64,mw,78,54,0.02682,0.18,ci,ci38593535,2021-10-06T19:26:39.990Z,"9km NE of Coso Junction, CA",earthquake,0.12,0.26,,6,reviewed,ci,ci
2019-07-17T14:59:59.507Z,43.4212,-127.1745,10,5.4,mww,,158,2.149,0.84,us,us70004m7u,2021-07-02T16:31:45.705Z,"227 km W of Bandon, Oregon",earthquake,7.9,1.9,0.031,103,reviewed,us,us
2019-07-12T13:11:37.990Z,35.6368333,-117.5861667,9.48,4.9,mw,103,16,0.02027,0.16,ci,ci38548295,2021-08-16T20:18:35.990Z,"8km ENE of Ridgecrest, CA",earthquake,0.09,0.18,,6,reviewed,ci,ci
2019-07-12T09:51:38.340Z,47.8728333333333,-122.016333333333,28.82,4.58,ml,75,37,,0.44,uw,uw61535372,2020-12-16T03:06:17.822Z,"2 km S of Roosevelt, Washington",earthquake,0.53,0.88,0.175257668551533,49,reviewed,uw,uw
2019-07-11T00:14:37.320Z,36.1765,-117.8836667,0.94,4.52,mw,71,51,0.06325,0.17,ci,ci38525207,2020-03-26T21:23:05.092Z,"16km NNE of Coso Junction, CA",earthquake,0.11,0.22,,6,reviewed,ci,ci
2019-07-07T05:38:15.480Z,35.7683333,-117.5781667,10.45,4.53,mw,77,44,0.04985,0.16,ci,ci38472279,2021-11-09T22:56:25.385Z,"16km W of Searles Valley, CA",earthquake,0.12,0.26,,6,reviewed,ci,ci
2019-07-06T23:50:41.990Z,35.8235,-117.663,6.51,4.5,mw,69,28,0.05379,0.14,ci,ci38469375,2019-09-26T14:30:48.040Z,"23km N of Ridgecrest, CA",earthquake,0.11,0.3,,6,reviewed,ci,ci
2019-07-06T13:06:55.260Z,35.9283333,-117.705,2.37,4.5,mw,64,34,0.04844,0.16,ci,ci38463551,2019-09-26T14:30:42.040Z,"18km E of Little Lake, CA",earthquake,0.12,0.21,,6,reviewed,ci,ci
2019-07-06T09:28:28.980Z,35.898,-117.7271667,3.95,4.89,mw,67,37,0.0896,0.16,ci,ci38460967,2019-09-26T14:30:38.040Z,"17km ESE of Little Lake, CA",earthquake,0.13,0.38,,6,reviewed,ci,ci
2019-07-06T08:32:57.550Z,35.639,-117.4913333,3.14,4.56,mw,83,24,0.05751,0.15,ci,ci38460311,2019-09-26T14:30:37.040Z,"16km SSW of Searles Valley, CA",earthquake,0.11,0.27,,6,reviewed,ci,ci
2019-07-06T06:01:51.800Z,35.911,-117.7385,4.99,4.63,mw,67,36,0.07482,0.14,ci,ci38458679,2019-11-15T18:54:44.787Z,"15km E of Little Lake, CA",earthquake,0.09,0.4,,4,reviewed,ci,ci
2019-07-06T04:36:55.310Z,35.9,-117.7376667,1.9,4.85,mw,62,35,0.08153,0.17,ci,ci38457967,2020-03-05T21:00:31.509Z,"16km ESE of Little Lake, CA",earthquake,0.13,0.21,,5,reviewed,ci,ci
2019-07-06T04:18:55.790Z,35.9101667,-117.6848333,7.41,5.44,mw,66,37,0.07213,0.17,ci,ci38457847,2020-05-21T01:08:33.207Z,"20km E of Little Lake, CA",earthquake,0.12,0.36,,6,reviewed,ci,ci
2019-07-06T04:13:07.080Z,35.5846667,-117.6145,9.73,4.8,mlr,62,32,0.1185,0.18,ci,ci38457815,2019-11-15T18:23:14.307Z,"7km SE of Ridgecrest, CA",earthquake,0.13,0.36,0.165,229,reviewed,ci,ci
2019-07-06T04:07:04.570Z,35.5551667,-117.5215,5.5,4.68,mlr,90,24,0.05757,0.23,ci,ci38457775,2020-03-02T22:19:38.728Z,"16km ESE of Ridgecrest, CA",earthquake,0.13,0.51,0.219,249,reviewed,ci,ci
2019-07-06T03:50:59.710Z,35.9035,-117.7001667,8.26,4.97,mlr,43,38,0.05997,0.17,ci,ci38457703,2019-11-15T18:09:02.473Z,"19km E of Little Lake, CA",earthquake,0.16,0.41,0.184,246,reviewed,ci,ci
2019-07-06T03:47:53.420Z,35.9011667,-117.7495,5.04,5.5,mw,49,33,0.07334,0.16,ci,ci38457687,2020-07-09T21:44:24.632Z,"15km ESE of Little Lake, CA",earthquake,0.13,0.5,,4,reviewed,ci,ci
2019-07-06T03:29:32.080Z,35.9028333,-117.7115,3.18,4.51,mlr,27,42,0.06696,0.15,ci,ci38457583,2019-11-15T17:37:47.310Z,"18km ESE of Little Lake, CA",earthquake,0.2,0.6,0.191,15,reviewed,ci,ci
2019-07-06T03:27:11.370Z,35.5303333,-117.4313333,3.83,4.57,mlr,7,119,0.05475,0.1,ci,ci37219564,2019-09-06T17:32:11.137Z,"24km ESE of Ridgecrest, CA",earthquake,0.31,0.41,0.05,2,reviewed,ci,ci
2019-07-06T03:27:07.010Z,35.9138333,-117.7258333,8,4.5,mlr,27,56,0.07004,0.18,ci,ci37219180,2019-09-26T14:30:30.040Z,"16km E of Little Lake, CA",earthquake,0.27,0.56,0.181,20,reviewed,ci,ci
2019-07-06T03:25:27.970Z,35.8606667,-117.6708333,10.32,4.61,mlr,37,43,0.07456,0.2,ci,ci37219172,2019-09-26T14:30:25.040Z,"23km ESE of Little Lake, CA",earthquake,0.22,0.39,0.126,30,reviewed,ci,ci
2019-07-06T03:23:50.720Z,35.8031667,-117.6178333,11.44,4.84,mlr,39,54,0.02074,0.23,ci,ci37219164,2019-11-15T17:26:02.971Z,"20km WNW of Searles Valley, CA",earthquake,0.26,0.53,0.174,52,reviewed,ci,ci
2019-07-06T03:23:19.870Z,35.861,-117.6778333,6.82,4.52,mlr,13,85,0.07937,0.24,ci,ci37219468,2019-08-08T22:10:14.040Z,"22km ESE of Little Lake, CA",earthquake,0.47,1.03,0.143,6,reviewed,ci,ci
2019-07-06T03:22:48.300Z,35.891,-117.7365,9.1,4.64,mlr,29,34,0.08543,0.16,ci,ci37219156,2019-11-15T17:17:41.338Z,"16km ESE of Little Lake, CA",earthquake,0.2,0.43,0.12,21,reviewed,ci,ci
2019-07-06T03:22:35.630Z,35.6166667,-117.4301667,9.35,4.73,mlr,7,180,0.03984,0.14,ci,ci37219500,2021-02-19T19:17:42.104Z,"17km S of Searles Valley, CA",earthquake,0.66,0.69,0.035,3,reviewed,ci,ci
2019-07-06T03:22:17.100Z,35.748,-117.5456667,3.9,4.55,mlr,22,70,0.07966,0.2,ci,ci37219484,2019-08-08T22:07:42.040Z,"13km W of Searles Valley, CA",earthquake,0.28,0.72,0.199,14,reviewed,ci,ci
2019-07-06T03:22:03.570Z,35.9216667,-117.729,8.17,4.64,mlr,21,52,0.06897,0.15,ci,ci38457519,2019-11-15T17:23:05.605Z,"16km E of Little Lake, CA",earthquake,0.25,0.54,0.148,13,reviewed,ci,ci
2019-07-06T03:20:41.140Z,35.9496667,-117.7376667,9.28,4.81,mlr,13,93,0.06493,0.09,ci,ci37222196,2019-08-15T20:09:34.004Z,"15km E of Little Lake, CA",earthquake,0.23,0.45,0.162,11,reviewed,ci,ci
2019-07-06T03:19:53.040Z,35.7695,-117.5993333,8,7.1,mw,77,43,0.04616,0.22,ci,ci38457511,2021-11-04T03:30:07.235Z,"2019 Ridgecrest Earthquake Sequence",earthquake,0.19,31.61,,0,reviewed,ci,ci
2019-07-06T03:16:32.480Z,35.7253333,-117.5535,0.88,4.97,mw,83,35,0.09705,0.19,ci,ci38457487,2020-04-05T23:26:37.030Z,"14km WSW of Searles Valley, CA",earthquake,0.13,0.31,,6,reviewed,ci,ci
2019-07-05T13:02:16.544Z,51.2999,-130.6153,10,4.6,mb,,111,1.058,0.97,us,us70004b0c,2019-09-26T14:30:20.040Z,"260 km WNW of Port McNeill, Canada",earthquake,7.1,1.9,0.091,36,reviewed,us,us
2019-07-05T12:58:27.988Z,51.3441,-130.5744,9,5.6,mww,,69,1.026,0.72,us,us70004b08,2019-09-26T14:30:20.040Z,"258 km WNW of Port McNeill, Canada",earthquake,5.6,1.8,0.042,55,reviewed,us,us
2019-07-05T12:51:38.635Z,51.4142,-130.5286,10,4.7,mwr,,140,0.973,0.75,us,us70004b04,2019-09-26T14:30:19.040Z,"258 km WNW of Port McNeill, Canada",earthquake,5.9,1.9,0.098,10,reviewed,us,us
2019-07-05T11:07:53.040Z,35.7603333,-117.575,6.95,5.37,mw,79,43,0.05824,0.2,ci,ci38450263,2020-07-14T17:30:09.310Z,"16km W of Searles Valley, CA",earthquake,0.13,0.36,,6,reviewed,ci,ci
2019-07-04T19:21:32.090Z,35.6715,-117.4788333,5.16,4.5,mw,79,24,0.08589,0.16,ci,ci38443871,2019-09-26T14:30:12.040Z,"13km SSW of Searles Valley, CA",earthquake,0.12,0.39,,4,reviewed,ci,ci
2019-07-04T18:56:06.420Z,35.716,-117.56,1.92,4.58,mw,82,36,0.1041,0.17,ci,ci38443719,2020-05-21T01:06:05.310Z,"15km NE of Ridgecrest, CA",earthquake,0.09,0.21,,6,reviewed,ci,ci
2019-07-04T18:39:44.440Z,35.6013333,-117.597,2.81,4.59,mw,48,39,0.1109,0.14,ci,ci38443607,2020-05-21T01:04:23.535Z,"7km ESE of Ridgecrest, CA",earthquake,0.13,0.43,,4,reviewed,ci,ci
2019-07-04T17:33:49.000Z,35.7053333,-117.5038333,10.5,6.4,mw,62,47,0.1233,0.16,ci,ci38443183,2021-10-06T20:56:17.808Z,"Ridgecrest Earthquake Sequence",earthquake,0.15,0.36,,6,reviewed,ci,ci
2019-07-04T04:30:44.424Z,51.2369,-130.5005,10,6.2,mww,,70,1.143,1.01,us,us700049sf,2019-09-26T14:30:08.040Z,"250 km WNW of Port McNeill, Canada",earthquake,6.6,1.8,0.026,143,reviewed,us,us
2019-06-23T03:53:02.890Z,40.2735,-124.3003333,9.44,5.58,mw,34,159,0.03116,0.17,nc,nc73201181,2021-06-07T16:33:49.472Z,"6km SSW of Petrolia, CA",earthquake,0.34,0.21,,6,reviewed,nc,nc
2019-06-22T14:26:42.503Z,43.6792,-128.4694,10,4.6,mww,,212,3.125,0.8,us,us600044mm,2019-09-11T15:19:31.040Z,"off the coast of Oregon",earthquake,8.7,2,0.063,24,reviewed,us,us
2019-06-22T13:40:13.688Z,43.7798,-128.5184,10,4.7,mww,,181,3.184,0.71,us,us600044mf,2019-09-11T15:19:30.040Z,"off the coast of Oregon",earthquake,8.2,1.6,0.043,52,reviewed,us,us
2019-06-22T13:00:14.319Z,43.7936,-128.5192,10,5.3,mww,,165,3.189,0.85,us,us600044ly,2019-09-11T15:19:30.040Z,"off the coast of Oregon",earthquake,4.1,1.9,0.032,94,reviewed,us,us
2019-06-22T12:52:01.945Z,43.7669,-128.4022,10,5.3,mww,,168,3.1,0.95,us,us600044lu,2021-06-06T16:31:48.883Z,"off the coast of Oregon",earthquake,5.6,1.9,0.031,97,reviewed,us,us
2019-06-22T12:43:42.498Z,43.8516,-128.4773,10,4.9,mww,,183,3.175,0.92,us,us600044lt,2019-09-11T15:19:30.040Z,"off the coast of Oregon",earthquake,3.1,1.9,0.041,58,reviewed,us,us
2019-05-05T06:46:57.006Z,40.6203,-127.3338,10,5,mww,,252,2.287,0.69,us,us70003gxb,2021-04-19T23:32:06.717Z,"259 km W of Ferndale, California",earthquake,8.8,2,0.033,86,reviewed,us,us
2019-04-22T21:44:41.970Z,50.2225,-130.1725,10,5.5,mww,,81,1.369,0.84,us,us70003afb,2019-06-26T20:55:16.040Z,"223 km WSW of Port McNeill, Canada",earthquake,5,1.8,0.028,127,reviewed,us,us
2019-04-22T20:26:58.361Z,50.3153,-130.0769,8.34,4.9,mww,,160,1.283,1.26,us,us70003adv,2019-06-26T20:55:15.040Z,"214 km W of Port McNeill, Canada",earthquake,7.5,2.6,0.062,25,reviewed,us,us
2019-04-20T14:41:49.179Z,31.3428,-115.6838,10,4.5,mww,,184,0.697,0.65,us,us700039mz,2019-06-26T20:55:01.040Z,"53 km E of San Vicente, Mexico",earthquake,2.4,2,0.069,20,reviewed,us,us
2019-04-12T14:06:27.097Z,40.3879,-127.0159,10,4.8,mww,,182,2.045,1.04,us,us700034z9,2019-06-20T19:03:25.040Z,"234 km W of Ferndale, California",earthquake,7.5,1.6,0.117,7,reviewed,us,us
2019-04-10T14:11:31.833Z,44.0526,-128.8198,10,4.7,mww,,186,3.461,0.7,us,us700033n5,2019-06-20T19:03:12.040Z,"off the coast of Oregon",earthquake,9.8,1.9,0.05,39,reviewed,us,us
2019-04-09T18:08:46.055Z,44.6972,-112.5078,14.45,4.6,mww,,41,0.131,0.43,us,us600032fs,2021-02-19T21:14:24.568Z,"9 km NE of Lima, Montana",earthquake,1.2,6.1,0.086,13,reviewed,us,us
2019-04-06T21:01:41.937Z,30.8278,-114.0297,10,5.2,mww,,131,0.736,0.64,us,us2000kbgw,2019-06-18T15:50:37.040Z,"71 km SW of Puerto Peñasco, Mexico",earthquake,2.5,1.8,0.039,62,reviewed,us,us
2019-02-14T00:34:43.730Z,50.7098,-130.0867,10,5.3,mww,,144,1.244,0.74,us,usd0009e9t,2019-05-01T22:01:16.040Z,"212 km W of Port McNeill, Canada",earthquake,5.5,1.8,0.03,108,reviewed,us,us
2019-01-31T00:16:48.840Z,23.9435,-109.0615,10,5.3,mww,,101,0.848,0.95,us,us2000jazu,2019-04-18T19:09:11.040Z,"Baja California Sur, Mexico",earthquake,5.7,1.8,0.04,61,reviewed,us,us
2019-01-17T12:56:37.110Z,29.6356,-114.1301,10,5.3,mww,,172,1.53,1.18,us,us2000j517,2019-04-05T21:40:59.040Z,"138 km NNW of San Luis, Mexico",earthquake,4.7,1.9,0.035,78,reviewed,us,us
2019-01-17T03:23:44.360Z,50.7626,-129.6421,10,4.9,mwr,,201,0.967,0.82,us,us2000j4vi,2019-04-05T21:40:59.040Z,"181 km W of Port McNeill, Canada",earthquake,7.6,2,,,reviewed,us,pgc
2019-01-05T09:36:58.640Z,26.1622,-110.6621,10,4.5,mb,,139,1.564,1.35,us,us2000j0h7,2019-03-08T17:50:16.040Z,"70 km ENE of Loreto, Mexico",earthquake,4.7,1.7,0.052,109,reviewed,us,us
2019-01-04T12:33:05.990Z,26.3588,-110.7377,10,4.9,mb,,136,1.649,0.98,us,us2000j09h,2019-03-08T17:50:15.040Z,"72 km ENE of Loreto, Mexico",earthquake,5.5,1.9,0.043,169,reviewed,us,us
2018-12-09T18:14:23.930Z,49.0242,-128.5416,10,4.6,mwr,,174,1.639,1.31,us,us1000i5dt,2019-02-16T19:52:34.040Z,"192 km W of Tofino, Canada",earthquake,5.9,2,,,reviewed,us,pgc
2018-12-09T17:48:40.940Z,48.9734,-128.7003,10,4.6,mwr,,164,1.708,1.18,us,us1000i5di,2019-02-16T19:52:34.040Z,"205 km W of Tofino, Canada",earthquake,7.9,2,,,reviewed,us,pgc
2018-12-09T16:20:13.320Z,49.0257,-128.8745,10,5.4,mww,,163,1.686,1.05,us,us1000i5cf,2019-02-16T19:52:34.040Z,"213 km WSW of Vernon, Canada",earthquake,7.7,1.9,0.04,59,reviewed,us,us
2018-12-01T07:33:47.180Z,50.0974,-129.4077,10,4.7,mwr,,179,0.98,0.74,us,us1000hzc2,2019-02-09T19:02:16.040Z,"174 km WSW of Port McNeill, Canada",earthquake,6.2,1.9,,,reviewed,us,pgc
2018-11-19T20:18:42.510Z,32.2065,-115.2535,10.95,4.82,mw,29,149,0.2168,0.38,ci,ci38138175,2019-02-02T20:02:26.040Z,"8km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.79,31.61,,6,reviewed,ci,ci
2018-11-16T05:21:57.810Z,42.3753,-126.6854,10,4.5,mb,,184,1.831,1.2,us,us1000hsji,2019-01-30T18:36:24.040Z,"184 km WSW of Port Orford, Oregon",earthquake,6.8,1.9,0.089,37,reviewed,us,us
2018-11-09T14:33:51.830Z,25.9824,-110.4898,10,4.9,mb,,153,2.339,1.06,us,us1000hpq9,2019-01-21T16:42:57.040Z,"86 km E of Loreto, Mexico",earthquake,8.2,1.9,0.048,136,reviewed,us,us
2018-11-01T04:22:19.760Z,49.3356,-129.3083,10,4.9,mww,,84,1.51,0.83,us,us2000i53f,2019-01-21T14:29:42.040Z,"211 km SW of Port McNeill, Canada",earthquake,7.2,1.9,0.039,63,reviewed,us,us
2018-10-24T00:21:21.400Z,43.6948,-127.6956,10,4.5,mb,,169,2.644,0.7,us,us1000hgcv,2019-01-10T17:18:35.040Z,"273 km WNW of Bandon, Oregon",earthquake,8.5,1.9,0.081,45,reviewed,us,us
2018-10-22T16:27:00.900Z,49.0689,-128.9922,10,5.2,mww,,80,1.668,1.01,us,us1000hfn8,2019-01-10T17:18:33.040Z,"217 km SW of Port McNeill, Canada",earthquake,6.8,1.9,0.04,60,reviewed,us,us
2018-10-22T14:00:00.670Z,49.3069,-129.4995,10,4.6,mb,,163,1.6,0.79,us,us1000hflf,2019-01-10T17:18:33.040Z,"224 km SW of Port McNeill, Canada",earthquake,7,1.9,0.035,237,reviewed,us,us
2018-10-22T06:36:07.090Z,49.3296,-129.6659,10,4.9,mb,,85,1.643,0.93,us,us1000hfhb,2019-01-10T17:18:33.040Z,"232 km SW of Port McNeill, Canada",earthquake,6.3,1.8,0.039,209,reviewed,us,us
2018-10-22T06:31:45.180Z,49.5072,-129.0661,10,4.5,mb,,170,1.283,0.95,us,us1000hh2v,2019-01-10T17:18:36.040Z,"186 km SW of Port McNeill, Canada",earthquake,8.4,2,0.11,24,reviewed,us,us
2018-10-22T06:22:48.120Z,49.297,-129.7237,10,6.5,mww,,68,1.692,0.71,us,us1000hfh3,2019-01-10T17:18:33.040Z,"237 km SW of Port McNeill, Canada",earthquake,3.3,1.7,0.071,19,reviewed,us,us
2018-10-22T06:16:26.450Z,49.3346,-129.289,10,6.8,mww,,36,1.505,1.09,us,us1000hfgv,2020-08-15T02:48:52.834Z,"210 km SW of Port McNeill, Canada",earthquake,6,1.8,0.042,55,reviewed,us,us
2018-10-22T05:39:39.590Z,49.2586,-129.4124,10,6.5,mww,,63,1.611,0.94,us,us1000hfgn,2019-01-10T17:18:33.040Z,"223 km SW of Port McNeill, Canada",earthquake,4.4,1.5,0.046,46,reviewed,us,us
2018-10-08T12:05:56.150Z,23.6344,-108.9329,7,5.5,mww,,150,0.928,1.36,us,us1000h8pv,2018-12-21T21:15:47.040Z,"66 km E of La Rivera, Mexico",earthquake,7.4,1.9,0.057,30,reviewed,us,us
2018-08-22T13:20:03.450Z,43.6583,-127.5388,10,4.5,mb,,191,2.532,1.11,us,us1000gfby,2018-11-01T17:50:54.040Z,"260 km WNW of Bandon, Oregon",earthquake,8,1.9,0.061,78,reviewed,us,us
2018-08-22T09:31:45.530Z,43.5637,-127.7166,10,6.2,mww,,67,2.668,0.73,us,us1000gf8u,2019-08-29T15:45:28.639Z,"272 km W of Bandon, Oregon",earthquake,7.1,1.8,0.031,97,reviewed,us,us
2018-08-21T13:10:07.490Z,50.8522,-130.1495,10,4.9,mwr,,156,1.298,0.8,us,us1000gel7,2018-11-01T17:50:53.040Z,"218 km W of Port McNeill, Canada",earthquake,5.8,1.9,,,reviewed,us,pgc
2018-07-29T14:10:22.630Z,44.0248,-128.7797,10,5.3,mww,,101,3.43,0.81,us,us2000ggpr,2018-10-09T16:43:29.040Z,"off the coast of Oregon",earthquake,6.9,1.9,0.038,65,reviewed,us,us
2018-07-28T02:33:49.530Z,31.3986,-114.3941,10,4.8,mww,,76,0.531,1.1,us,us2000gft1,2018-10-09T16:43:19.040Z,"33 km SSE of Golfo de Santa Clara, Mexico",earthquake,5.4,1.9,0.055,32,reviewed,us,us
2018-07-25T05:06:06.740Z,40.3851667,-125.0523333,10.59,4.53,mw,46,243,0.5531,0.13,nc,nc73055086,2018-10-09T16:43:29.040Z,"65km W of Petrolia, CA",earthquake,0.96,2.35,,6,reviewed,nc,nc
2018-07-24T17:22:34.740Z,41.7482,-126.9917,10,4.9,mww,,174,2.113,1.05,us,us2000gcvi,2018-10-09T16:43:29.040Z,"222 km WSW of Pistol River, Oregon",earthquake,6.3,1.7,0.046,46,reviewed,us,us
2018-07-24T14:44:52.570Z,41.8105,-126.8616,10,5.6,mww,,108,2.004,0.65,us,us2000gcpa,2018-10-09T16:43:29.040Z,"210 km WSW of Pistol River, Oregon",earthquake,8,1.8,0.032,93,reviewed,us,us
2018-07-24T14:28:15.680Z,41.8055,-126.6563,10,5.2,mww,,192,1.856,0.91,us,us2000gcng,2018-10-09T16:43:29.040Z,"194 km WSW of Pistol River, Oregon",earthquake,8.6,1.9,0.042,54,reviewed,us,us
2018-07-24T12:16:31.960Z,41.7122,-126.7798,10,4.9,mww,,193,1.969,0.91,us,us2000gck6,2018-10-09T16:43:29.040Z,"207 km WSW of Pistol River, Oregon",earthquake,6.7,2,0.039,62,reviewed,us,us
2018-07-05T15:17:36.947Z,35.8945,-115.7758,8.6,4.5,ml,59,40.27,0.303,0.2678,nn,nn00642964,2019-07-05T14:26:17.112Z,"15 km WNW of Sandy Valley, Nevada",earthquake,,1.3,0.33,17,reviewed,nn,nn
2018-05-20T10:47:12.410Z,43.2977,-126.722,10,4.6,mb,,175,1.996,1.05,us,us1000e8y7,2018-08-15T19:46:59.040Z,"189 km W of Bandon, Oregon",earthquake,7.2,1.9,0.052,112,reviewed,us,us
2018-05-10T06:36:20.090Z,49.0313,-128.8761,10,4.5,mwr,,162,1.681,0.75,us,us1000e1t4,2018-08-08T15:20:00.040Z,"213 km WSW of Vernon, Canada",earthquake,5.9,2,,,reviewed,us,pgc
2018-04-05T19:29:16.500Z,33.8375,-119.7258333,9.87,5.29,mw,90,129,0.1747,0.31,ci,ci37908735,2021-06-14T14:36:40.576Z,"29km SW of Santa Cruz Is. (E end), CA",earthquake,0.28,31.61,,6,reviewed,ci,ci
2018-04-04T22:07:49.500Z,22.0633,-108.7002,10,4.6,mb,,195,1.981,0.97,us,us2000dunu,2018-06-30T01:11:29.040Z,"148 km SE of La Playa, Mexico",earthquake,6.5,1.9,0.06,82,reviewed,us,us
2018-04-04T21:23:20.560Z,22.0548,-108.7016,10,4.7,mb,,110,1.987,0.99,us,us2000dumn,2018-06-30T01:11:28.040Z,"149 km SE of La Playa, Mexico",earthquake,6.6,1.9,0.058,91,reviewed,us,us
2018-03-23T03:09:39.100Z,40.4278333,-124.5108333,25.19,4.66,mw,31,247,0.1406,0.15,nc,nc72988926,2018-06-19T01:35:48.040Z,"22km WNW of Petrolia, CA",earthquake,0.49,0.5,,4,reviewed,nc,nc
2018-03-19T23:36:41.520Z,31.0935,-114.275,10,4.8,mwr,,111,0.497,0.84,us,us1000d760,2018-07-27T03:58:26.430Z,"54 km E of San Felipe, Mexico",earthquake,4.6,1.9,0.037,72,reviewed,us,us
2018-03-16T02:56:20.910Z,48.9633,-129.8448,15.95,4.6,mwr,,185,1.113,0.77,us,us1000d53z,2018-06-11T21:53:47.040Z,"268 km SW of Port McNeill, Canada",earthquake,6.4,7.1,,,reviewed,us,pgc
2018-03-01T18:35:37.950Z,50.8834,-129.8538,10,4.6,mwr,,166,1.119,0.92,us,us2000d9u5,2018-05-27T01:06:07.040Z,"198 km W of Port McNeill, Canada",earthquake,8.9,2,,,reviewed,us,pgc
2018-01-28T22:46:16.210Z,43.5517,-127.4685,10,5.5,mww,,186,2.389,0.75,us,us2000cqrl,2018-04-20T07:05:35.040Z,"252 km W of Bandon, Oregon",earthquake,8.1,1.9,0.048,42,reviewed,us,us
2018-01-25T17:24:34.140Z,40.4185,-126.3804,10.89,5.1,mww,,68,1.56,1.01,us,us2000cpcn,2018-04-20T07:05:23.040Z,"180 km W of Ferndale, California",earthquake,5.1,3.4,0.045,47,reviewed,us,us
2018-01-25T16:39:43.500Z,40.4556,-126.3332,8.88,5.8,mww,,41,1.522,1.01,us,us2000cpba,2020-06-26T16:09:51.063Z,"175 km W of Ferndale, California",earthquake,5.3,3.1,0.039,62,reviewed,us,us
2018-01-21T17:04:12.580Z,30.2302,-114.2468,10,4.5,mb,,197,0.958,1.25,us,us2000cm5c,2018-04-10T01:11:50.040Z,"104 km SSE of San Felipe, Mexico",earthquake,7,1.9,0.058,89,reviewed,us,us
2018-01-20T13:48:54.420Z,26.6362,-111.0263,10,4.5,mb,,141,1.28,1.42,us,us2000clsy,2018-04-10T01:11:48.040Z,"76 km NNE of Loreto, Mexico",earthquake,5.2,1.9,0.088,38,reviewed,us,us
2018-01-19T16:48:28.010Z,26.6067,-111.1312,10,4.5,mb,,146,1.218,1.47,us,us2000cl8x,2018-04-10T01:11:47.040Z,"69 km NNE of Loreto, Mexico",earthquake,7.4,1.9,0.058,87,reviewed,us,us
2018-01-19T16:17:44.720Z,26.6862,-111.0785,10,6.3,mww,,109,1.214,1.45,us,us2000cl83,2020-07-10T17:00:41.030Z,"79 km NNE of Loreto, Mexico",earthquake,5.7,1.8,0.035,79,reviewed,us,us
